AIN,PropertyUseCode,GeneralUseType,SpecificUseType,YearBuilt,EffectiveYearBuilt,SQFTmain,Bedrooms,Bathrooms,RecordingDate,LandValue,LandBaseYear,ImprovementValue,ImpBaseYear,TotalLandImpValue,HouseNo,StreetName,City,ZIPcode5,CENTER_LAT,CENTER_LON
2168008045,100,Residential,Single Family Residence,1952,1978,1749,3,2,20140715,"$327,917.00",1991,"$137,778.00",1991,"$465,695.00",21427,DE LA OSA ST,LOS ANGELES CA,91364,34.16100016,-118.5974227
2168008046,100,Residential,Single Family Residence,1924,1927,830,3,1,20150204,"$397,653.00",2015,"$99,413.00",2015,"$497,066.00",21431,DE LA OSA ST,LOS ANGELES CA,91364,34.1609677,-118.5975835
2168008047,100,Residential,Single Family Residence,1989,1989,2350,5,4,20121219,"$176,251.00",1997,"$192,810.00",1997,"$369,061.00",21426,VELICATA ST,LOS ANGELES CA,91364,34.16123442,-118.5976629
2168008048,100,Residential,Single Family Residence,1952,1954,1338,3,2,19890502,"$161,679.00",1989,"$226,360.00",1989,"$388,039.00",21432,VELICATA ST,LOS ANGELES CA,91364,34.16120143,-118.5978234
2168008049,100,Residential,Single Family Residence,1954,1962,1359,3,2,20110114,"$352,143.00",2011,"$166,135.00",2011,"$518,278.00",21437,DE LA OSA ST,LOS ANGELES CA,91364,34.16093472,-118.597744
2168008052,100,Residential,Single Family Residence,1996,1996,2716,3,2,20140121,"$35,673.00",1975,"$151,802.00",1975,"$187,475.00",21444,VELICATA ST,LOS ANGELES CA,91364,34.16113545,-118.5981442
2168008053,100,Residential,Single Family Residence,1947,1947,1351,2,3,20130325,"$488,923.00",2012,"$122,230.00",2012,"$611,153.00",21445,DE LA OSA ST,LOS ANGELES CA,91364,34.16087376,-118.5980639
2168008054,100,Residential,Single Family Residence,1950,1951,1472,2,2,20110302,"$356,891.00",2011,"$112,265.00",2011,"$469,156.00",5052,CAMPO RD,LOS ANGELES CA,91364,34.15984153,-118.5973176
2168008056,100,Residential,Single Family Residence,2014,2014,2842,4,4,20130605,"$238,732.00",2013,"$385,993.00",2014,"$624,725.00",21468,DE LA OSA ST,LOS ANGELES CA,91364,34.16076929,-118.5983995
2168009003,100,Residential,Single Family Residence,1955,1960,2272,4,3,20150311,"$481,221.00",2015,"$222,850.00",2015,"$704,071.00",5099,CAMPO RD,LOS ANGELES CA,91364,34.16094185,-118.5997491
2168009004,100,Residential,Single Family Residence,1963,1963,1995,4,3,20051031,"$419,000.00",2006,"$339,000.00",2006,"$758,000.00",5095,CAMPO RD,LOS ANGELES CA,91364,34.16082922,-118.5996784
2168009013,100,Residential,Single Family Residence,1952,1952,984,2,1,19930324,"$119,027.00",1979,"$42,910.00",1979,"$161,937.00",5036,MEDINA RD,LOS ANGELES CA,91364,34.16007266,-118.5997742
2168009018,100,Residential,Single Family Residence,1963,1963,1856,4,2,19930201,"$262,153.00",1993,"$126,214.00",1993,"$388,367.00",5023,CAMPO RD,LOS ANGELES CA,91364,34.15955816,-118.5988889
2168009019,100,Residential,Single Family Residence,1954,1954,1210,2,2,19991223,"$262,737.00",2000,"$65,676.00",2000,"$328,413.00",5015,CAMPO RD,LOS ANGELES CA,91364,34.15949018,-118.5991577
2168009020,100,Residential,Single Family Residence,1963,1963,1624,3,2,19871023,"$199,714.00",1988,"$149,906.00",1988,"$349,620.00",5009,CAMPO RD,LOS ANGELES CA,91364,34.15938402,-118.5994508
2168009021,100,Residential,Single Family Residence,1988,1988,3544,3,3,20150527,"$305,790.00",2013,"$725,538.00",2013,"$1,031,328.00",5018,MEDINA RD,LOS ANGELES CA,91364,34.15952512,-118.5998197
2168009022,100,Residential,Single Family Residence,1990,1990,3984,3,4,20030827,"$350,700.00",2003,"$549,300.00",2003,"$900,000.00",5006,MEDINA RD,LOS ANGELES CA,91364,34.1592509,-118.6001528
2168009030,100,Residential,Single Family Residence,1997,1997,2602,4,3,20150102,"$621,800.00",2006,"$168,200.00",2006,"$790,000.00",5051,CAMPO RD,LOS ANGELES CA,91364,34.15980911,-118.5978616
2168009031,100,Residential,Single Family Residence,1962,1962,2641,4,3,20070413,"$312,134.00",2000,"$242,740.00",2000,"$554,874.00",5001,CAMPO RD,LOS ANGELES CA,91364,34.15916142,-118.5996574
2168009032,100,Residential,Single Family Residence,2007,2007,3592,3,4,20111017,"$198,386.00",1996,"$576,087.00",2008,"$774,473.00",5033,CAMPO RD,LOS ANGELES CA,91364,34.15979139,-118.5982356
2168010011,100,Residential,Single Family Residence,1953,1953,954,2,1,20000127,"$142,278.00",1989,"$213,424.00",1989,"$355,702.00",21417,PROVIDENCIA ST,LOS ANGELES CA,91364,34.15896148,-118.597227
2168009035,100,Residential,Single Family Residence,1981,1981,2629,3,3,20150505,"$502,139.00",2015,"$352,191.00",2015,"$854,330.00",5060,MEDINA RD,LOS ANGELES CA,91364,34.16082338,-118.6001289
2168009037,100,Residential,Single Family Residence,1987,1987,2634,3,3,20141204,"$396,934.00",2013,"$376,562.00",2013,"$773,496.00",5052,MEDINA RD,LOS ANGELES CA,91364,34.16052901,-118.5999221
2168010001,100,Residential,Single Family Residence,1954,1955,1768,3,2,20141119,"$476,154.00",2014,"$120,622.00",2014,"$596,776.00",21471,PROVIDENCIA ST,LOS ANGELES CA,91364,34.15907255,-118.5990188
2168010003,100,Residential,Single Family Residence,1948,1950,1062,2,1,19990610,"$172,042.00",1997,"$56,685.00",1997,"$228,727.00",21457,PROVIDENCIA ST,LOS ANGELES CA,91364,34.1591007,-118.5985389
2168010004,100,Residential,Single Family Residence,1951,1951,1252,3,1,20111017,"$354,905.00",2010,"$92,199.00",2010,"$447,104.00",21451,PROVIDENCIA ST,LOS ANGELES CA,91364,34.15908026,-118.5983754
2168010005,100,Residential,Single Family Residence,1954,1963,1424,2,2,20120410,"$359,982.00",2011,"$180,376.00",2011,"$540,358.00",21447,PROVIDENCIA ST,LOS ANGELES CA,91364,34.1590598,-118.598212
2168010006,100,Residential,Single Family Residence,1948,1953,1653,2,2,20140602,"$349,415.00",2003,"$87,348.00",2003,"$436,763.00",21441,PROVIDENCIA ST,LOS ANGELES CA,91364,34.15903937,-118.5980486
2168010009,100,Residential,Single Family Residence,1924,1940,948,1,1,20070918,"$216,120.00",1999,"$54,023.00",1999,"$270,143.00",21427,PROVIDENCIA ST,LOS ANGELES CA,91364,34.1589932,-118.5975551
2168010010,100,Residential,Single Family Residence,1950,1953,1806,4,2,20100414,"$38,208.00",1975,"$51,121.00",1975,"$89,329.00",21421,PROVIDENCIA ST,LOS ANGELES CA,91364,34.15897883,-118.5973906
2168010012,100,Residential,Single Family Residence,1951,1956,1810,4,2,19930921,"$37,151.00",1975,"$49,026.00",1975,"$86,177.00",4951,CANOGA AVE,LOS ANGELES CA,91364,34.15878649,-118.5969362
2168010013,100,Residential,Single Family Residence,1952,1966,1756,2,2,20110511,"$364,508.00",2011,"$154,323.00",2011,"$518,831.00",4957,CANOGA AVE,LOS ANGELES CA,91364,34.15892122,-118.5969168
2168010015,100,Residential,Single Family Residence,1923,1923,1008,2,1,19750128,"$39,052.00",1975,"$15,607.00",1975,"$54,659.00",4967,CANOGA AVE,LOS ANGELES CA,91364,34.15920356,-118.5969482
2168010019,100,Residential,Single Family Residence,1961,1966,1972,3,3,19970310,"$122,347.00",1979,"$149,715.00",1979,"$272,062.00",5044,CAMPO RD,LOS ANGELES CA,91364,34.15936101,-118.5975388
2168010020,100,Residential,Single Family Residence,1950,1960,1543,2,1,20150128,"$269,012.00",1997,"$123,902.00",1997,"$392,914.00",5040,CAMPO RD,LOS ANGELES CA,91364,34.15933874,-118.5978859
2168010021,100,Residential,Single Family Residence,1981,1985,2144,4,3,20120326,"$305,737.00",2012,"$316,560.00",2012,"$622,297.00",5036,CAMPO RD,LOS ANGELES CA,91364,34.15935657,-118.5983075
2168011006,100,Residential,Single Family Residence,1990,1990,4835,3,4,20150727,"$405,858.00",2016,"$471,342.00",2016,"$877,200.00",4976,MEDINA RD,LOS ANGELES CA,91364,34.15894832,-118.6002691
2168011007,100,Residential,Single Family Residence,2002,2002,3433,4,4,20040112,"$586,000.00",2004,"$349,000.00",2004,"$935,000.00",4964,MEDINA RD,LOS ANGELES CA,91364,34.15867452,-118.6001268
2168011012,100,Residential,Single Family Residence,1976,1976,1959,3,3,20021108,"$126,267.00",1980,"$120,522.00",1980,"$246,789.00",4987,CAMPO RD,LOS ANGELES CA,91364,34.15844542,-118.5991523
2168011013,100,Residential,Single Family Residence,1961,1961,1811,3,3,20120814,"$218,572.00",2013,"$328,920.00",2013,"$547,492.00",4938,MEDINA RD,LOS ANGELES CA,91364,34.15831464,-118.5994754
2168011021,100,Residential,Single Family Residence,2007,2007,3256,4,4,20130430,"$534,974.00",2010,"$230,227.00",2010,"$765,201.00",4950,MEDINA ROAD,WOODLAND HILLS CA,91364,34.15840931,-118.5997276
2168011022,100,Residential,Single Family Residence,1951,1951,1964,2,2,20150204,"$47,504.00",1975,"$53,783.00",1975,"$101,287.00",21531,DUMETZ RD,LOS ANGELES CA,91364,34.15735773,-118.5987622
2168011023,100,Residential,Single Family Residence,1951,1955,2045,3,3,19970605,"$90,489.00",1984,"$219,071.00",1984,"$309,560.00",21523,DUMETZ RD,LOS ANGELES CA,91364,34.15740759,-118.5983885
2168011024,100,Residential,Single Family Residence,1955,1956,1490,3,2,20040625,"$36,949.00",1975,"$46,555.00",1975,"$83,504.00",21511,DUMETZ RD,LOS ANGELES CA,91364,34.15745949,-118.5981502
2168011025,100,Residential,Single Family Residence,1953,1960,2222,3,2,19930408,"$42,433.00",1975,"$95,607.00",1975,"$138,040.00",21505,DUMETZ RD,LOS ANGELES CA,91364,34.15750356,-118.5979505
2168011026,100,Residential,Single Family Residence,1964,1964,1896,3,1,19940602,"$156,398.00",1994,"$63,254.00",1994,"$219,652.00",21503,DUMETZ RD,LOS ANGELES CA,91364,34.15753885,-118.5977908
2168011027,100,Residential,Single Family Residence,1964,1964,1193,2,1,19981002,"$199,909.00",1999,"$49,969.00",1999,"$249,878.00",21501,DUMETZ RD,LOS ANGELES CA,91364,34.15755647,-118.597711
2168011028,100,Residential,Single Family Residence,1963,1963,1152,2,1,20021216,"$309,483.00",2003,"$77,365.00",2003,"$386,848.00",21437,DUMETZ RD,LOS ANGELES CA,91364,34.1575741,-118.5976311
2168011029,100,Residential,Single Family Residence,1993,1993,3460,4,4,20070817,"$285,798.00",1992,"$292,828.00",1994,"$578,626.00",21431,DUMETZ RD,LOS ANGELES CA,91364,34.15760055,-118.5975113
2168011030,100,Residential,Single Family Residence,1952,1952,1210,2,2,20110419,"$37,574.00",1975,"$32,295.00",1975,"$69,869.00",21427,DUMETZ RD,LOS ANGELES CA,91364,34.15763584,-118.5973516
2168011031,100,Residential,Single Family Residence,1961,1965,1044,2,1,20150729,"$350,672.00",2014,"$87,667.00",2014,"$438,339.00",21425,DUMETZ RD,LOS ANGELES CA,91364,34.15766228,-118.5972317
2168011035,100,Residential,Single Family Residence,1952,1952,986,3,1,20160407,"$452,880.00",2016,"$113,220.00",2016,"$566,100.00",21405,DUMETZ RD,LOS ANGELES CA,91364,34.15770079,-118.5965617
2168011038,100,Residential,Single Family Residence,1962,1962,1512,3,3,20121228,"$107,397.00",1986,"$166,037.00",1986,"$273,434.00",4940,CAMPO RD,LOS ANGELES CA,91364,34.15779539,-118.5980951
2168011039,100,Residential,Single Family Residence,1979,1980,3640,6,4,20070424,"$181,187.00",1994,"$300,243.00",1994,"$481,430.00",4944,CAMPO RD,LOS ANGELES CA,91364,34.15788084,-118.5978914
2168011042,100,Residential,Single Family Residence,1954,1978,1853,2,2,20160616,"$306,000.00",2016,"$193,800.00",2016,"$499,800.00",4950,CAMPO RD,LOS ANGELES CA,91364,34.15796545,-118.597508
2168011043,100,Residential,Single Family Residence,1989,1989,2874,4,4,20041013,"$284,203.00",2001,"$174,101.00",2001,"$458,304.00",21422,MARCHENA ST,LOS ANGELES CA,91364,34.15799365,-118.5973802
2168011044,100,Residential,Single Family Residence,1989,1989,3130,4,4,20090304,"$326,324.00",2009,"$361,610.00",2009,"$687,934.00",21420,MARCHENA ST,LOS ANGELES CA,91364,34.15802186,-118.5972524
2168011045,100,Residential,Single Family Residence,1990,1990,2784,3,3,20090916,"$310,305.00",2010,"$340,336.00",2010,"$650,641.00",21418,MARCHENA ST,LOS ANGELES CA,91364,34.15805006,-118.5971247
2168011046,100,Residential,Single Family Residence,1954,1954,1264,3,2,20161018,"$356,275.00",2016,"$189,498.00",2016,"$545,773.00",4917,CANOGA AVE,LOS ANGELES CA,91364,34.15805064,-118.5968
2168011048,100,Residential,Single Family Residence,1952,1972,2522,2,3,20141222,"$364,638.00",2015,"$293,889.00",2015,"$658,527.00",4931,CANOGA AVE,LOS ANGELES CA,91364,34.15846121,-118.5968527
2168011051,100,Residential,Single Family Residence,1949,1953,1490,2,2,20020522,"$270,051.00",2001,"$67,508.00",2001,"$337,559.00",21430,PROVIDENCIA ST,LOS ANGELES CA,91364,34.15847563,-118.5976988
2168011052,100,Residential,Single Family Residence,1949,1960,1067,3,2,20150519,"$305,488.00",2002,"$36,873.00",2002,"$342,361.00",4952,CAMPO RD,LOS ANGELES CA,91364,34.15818893,-118.5977891
2168011053,100,Residential,Single Family Residence,1952,1956,1693,3,2,20040420,"$295,582.00",2000,"$73,890.00",2000,"$369,472.00",21436,PROVIDENCIA ST,LOS ANGELES CA,91364,34.15847784,-118.5979462
2168011055,100,Residential,Single Family Residence,1987,1987,2428,4,3,20150312,"$494,373.00",2015,"$305,592.00",2015,"$799,965.00",4966,CAMPO RD,LOS ANGELES CA,91364,34.15837434,-118.5983631
2168011056,100,Residential,Single Family Residence,1953,1957,1240,2,2,19980612,"$211,593.00",1998,"$95,197.00",1998,"$306,790.00",21448,PROVIDENCIA ST,LOS ANGELES CA,91364,34.15864046,-118.5983159
2168011057,100,Residential,Single Family Residence,1948,1955,1964,2,2,20160914,"$560,000.00",2017,"$140,000.00",2017,"$700,000.00",21454,PROVIDENCIA ST,LOS ANGELES CA,91364,34.15856487,-118.5985254
2168011058,100,Residential,Single Family Residence,1952,1952,932,2,1,20131104,"$474,887.00",2014,"$121,890.00",2014,"$596,777.00",21458,PROVIDENCIA ST,LOS ANGELES CA,91364,34.15865682,-118.5987011
2168011059,100,Residential,Single Family Residence,1952,1952,1006,2,1,20131009,"$380,246.00",2014,"$95,060.00",2014,"$475,306.00",21464,PROVIDENCIA ST,LOS ANGELES CA,91364,34.15872161,-118.5988732
2168011060,100,Residential,Single Family Residence,1953,1955,1120,2,2,20060713,"$87,497.00",1986,"$131,247.00",1986,"$218,744.00",21470,PROVIDENCIA ST,LOS ANGELES CA,91364,34.15880524,-118.5991118
2168011062,100,Residential,Single Family Residence,1976,1976,1850,3,3,19981221,"$285,149.00",1999,"$166,680.00",1999,"$451,829.00",4979,CAMPO RD,LOS ANGELES CA,91364,34.15832271,-118.598951
2168011064,100,Residential,Single Family Residence,1981,1981,1966,3,3,19910805,"$134,753.00",1985,"$202,137.00",1985,"$336,890.00",4960,CAMPO RD,LOS ANGELES CA,91364,34.15834072,-118.5981694
2168011068,100,Residential,Single Family Residence,1989,1989,3610,4,5,20160707,"$395,660.00",2013,"$262,180.00",2013,"$657,840.00",21411,DUMETZ RD,LOS ANGELES CA,91364,34.15775927,-118.5967925
2168011069,100,Residential,Single Family Residence,1990,1990,3030,4,3,20130820,"$161,560.00",2000,"$251,613.00",2000,"$413,173.00",21418,PROVIDENCIA ST,LOS ANGELES CA,91364,34.15844455,-118.5972686
2168011070,100,Residential,Single Family Residence,1990,1990,3030,4,3,20040514,"$170,769.00",1995,"$301,133.00",1995,"$471,902.00",21424,PROVIDENCIA ST,LOS ANGELES CA,91364,34.15843806,-118.5974373
2168012051,100,Residential,Single Family Residence,1953,1953,1497,3,2,20151223,"$408,000.00",2016,"$249,900.00",2016,"$657,900.00",5122,TENDILLA AVE,LOS ANGELES CA,91364,34.16239197,-118.6012816
2168012052,100,Residential,Single Family Residence,1976,1976,2977,3,3,20070312,"$131,794.00",1994,"$197,698.00",1994,"$329,492.00",5151,BAZA AVE,LOS ANGELES CA,91364,34.16245449,-118.6008602
2168012054,100,Residential,Single Family Residence,1976,1976,3222,5,4,20080723,"$500,084.00",2009,"$165,657.00",2009,"$665,741.00",5143,BAZA AVE,LOS ANGELES CA,91364,34.16224152,-118.6008198
2168012055,100,Residential,Single Family Residence,1956,1956,1358,3,2,20140414,"$500,700.00",2006,"$124,300.00",2006,"$625,000.00",5106,TENDILLA AVE,LOS ANGELES CA,91364,34.16196921,-118.6011416
2168012056,100,Residential,Single Family Residence,1985,1985,3962,4,3,20120127,"$226,757.00",1987,"$388,177.00",1987,"$614,934.00",5135,BAZA AVE,LOS ANGELES CA,91364,34.16202079,-118.600856
2168012057,100,Residential,Single Family Residence,1958,1958,1529,3,2,19840709,"$96,417.00",1985,"$144,727.00",1985,"$241,144.00",5102,TENDILLA AVE,LOS ANGELES CA,91364,34.16171974,-118.6012356
2168012058,100,Residential,Single Family Residence,1959,1959,2154,3,2,20160920,"$465,018.00",2016,"$182,682.00",2016,"$647,700.00",5127,BAZA AVE,LOS ANGELES CA,91364,34.16177708,-118.6009088
2168012059,100,Residential,Single Family Residence,1957,1957,1692,4,2,20030929,"$162,090.00",1999,"$243,138.00",1999,"$405,228.00",5119,BAZA AVE,LOS ANGELES CA,91364,34.16153843,-118.6010242
2168012062,100,Residential,Single Family Residence,2004,2004,3036,4,4,20160222,"$102,000.00",2016,"$515,100.00",2016,"$617,100.00",5070,TENDILLA AVENUE,WOODLAND HILLS CA,91364,34.16111017,-118.601235
2168012065,100,Residential,Single Family Residence,1955,1955,1526,3,2,19931005,"$143,511.00",1994,"$215,277.00",1994,"$358,788.00",5071,MEDINA RD,LOS ANGELES CA,91364,34.16085679,-118.6008607
2168012067,100,Residential,Single Family Residence,2003,2006,2779,3,3,20160621,"$306,000.00",2016,"$153,000.00",2016,"$459,000.00",5060,TENDILLA AVE,LOS ANGELES CA,91364,34.16078256,-118.6012806
2168012068,100,Residential,Single Family Residence,1947,1960,1372,1,1,20151006,"$414,222.00",2015,"$155,332.00",2015,"$569,554.00",5063,MEDINA RD,LOS ANGELES CA,91364,34.1606319,-118.600949
2168012069,100,Residential,Single Family Residence,1954,1954,944,2,1,20121219,"$371,362.00",2013,"$122,018.00",2013,"$493,380.00",5055,MEDINA RD,LOS ANGELES CA,91364,34.16053642,-118.6004966
2168012070,100,Residential,Single Family Residence,1954,1971,2550,4,2,20090115,"$388,350.00",2009,"$229,552.00",2009,"$617,902.00",5051,MEDINA RD,LOS ANGELES CA,91364,34.16041306,-118.6009683
2168012079,100,Residential,Single Family Residence,1991,1991,2753,4,4,20130312,"$502,931.00",2013,"$335,287.00",2013,"$838,218.00",5133,MEDINA RD,LOS ANGELES CA,91364,34.16189818,-118.6003564
2168012080,100,Residential,Single Family Residence,1991,1991,2787,4,5,20021219,"$244,477.00",1998,"$243,925.00",1998,"$488,402.00",5137,MEDINA RD,LOS ANGELES CA,91364,34.16203763,-118.6003523
2168012084,100,Residential,Single Family Residence,1991,1991,1270,2,3,20010213,"$299,135.00",2001,"$74,777.00",2001,"$373,912.00",5155,MEDINA RD,LOS ANGELES CA,91364,34.16235696,-118.5998554
2168012086,100,Residential,Single Family Residence,1954,1959,1733,3,2,20141208,"$414,000.00",2010,"$326,000.00",2010,"$740,000.00",5003,MEDINA RD,LOS ANGELES CA,91364,34.1596041,-118.6007213
2168012087,100,Residential,Single Family Residence,1949,1949,1114,2,1,20160330,"$436,652.00",2012,"$157,585.00",2012,"$594,237.00",5120,BAZA AVE,WOODLAND HILLS CA,91364,34.16151731,-118.6003671
2168012088,100,Residential,Single Family Residence,1949,1949,1014,2,1,20040412,"$238,872.00",2004,"$340,084.00",2014,"$578,956.00",5047,MEDINA RD,LOS ANGELES CA,91364,34.16029224,-118.600561
2168012089,100,Residential,Single Family Residence,2001,2001,3318,4,4,20141021,"$569,187.00",2015,"$458,232.00",2015,"$1,027,419.00",5038,TENDILLA AVE,LOS ANGELES CA,91364,34.16009142,-118.6011241
2168013040,100,Residential,Single Family Residence,1985,1985,3189,4,3,19791015,"$102,939.00",1980,"$496,905.00",1986,"$599,844.00",5020,CALATRANA DR,LOS ANGELES CA,91364,34.15937238,-118.6013179
2168013041,100,Residential,Single Family Residence,1958,1958,1382,4,2,20010131,"$194,123.00",1998,"$122,302.00",1998,"$316,425.00",5030,CALATRANA DR,LOS ANGELES CA,91364,34.15963949,-118.6014501
2168013044,100,Residential,Single Family Residence,1954,1954,1656,3,2,19981230,"$252,590.00",1999,"$113,791.00",1999,"$366,381.00",5050,CALATRANA DR,LOS ANGELES CA,91364,34.16013751,-118.6018029
2168013045,100,Residential,Single Family Residence,1989,1989,1896,3,4,20080804,"$439,794.00",2004,"$294,010.00",2004,"$733,804.00",5051,TENDILLA AVE,LOS ANGELES CA,91364,34.16044259,-118.6016733
2168013046,100,Residential,Single Family Residence,1960,1961,2428,4,3,20160504,"$101,507.00",1978,"$105,486.00",1978,"$206,993.00",5062,CALATRANA DR,LOS ANGELES CA,91364,34.16034354,-118.6021738
2168013048,100,Residential,Single Family Residence,1955,1955,1771,4,3,20121215,"$137,092.00",1996,"$117,935.00",1996,"$255,027.00",5074,CALATRANA DR,LOS ANGELES CA,91364,34.16059903,-118.6022248
2168013049,100,Residential,Single Family Residence,1987,1987,2810,4,4,20080812,"$460,743.00",2004,"$335,541.00",2004,"$796,284.00",5084,CALATRANA DR,LOS ANGELES CA,91364,34.16090083,-118.6021343
2168013050,100,Residential,Single Family Residence,1963,1963,1619,3,2,20020411,"$316,690.00",2002,"$119,898.00",2002,"$436,588.00",5063,TENDILLA AVE,LOS ANGELES CA,91364,34.16095535,-118.601774
2168013051,100,Residential,Single Family Residence,1963,1963,1619,3,2,20130313,"$393,220.00",2013,"$169,128.00",2013,"$562,348.00",5069,TENDILLA AVE,LOS ANGELES CA,91364,34.16108416,-118.6017592
2168013052,100,Residential,Single Family Residence,1989,1989,3642,6,5,20090417,"$481,556.00",2009,"$206,379.00",2009,"$687,935.00",5100,CALATRANA DR,LOS ANGELES CA,91364,34.16119667,-118.60216
2168013056,100,Residential,Single Family Residence,1960,1964,1668,2,1,19970930,"$202,652.00",1998,"$55,295.00",1998,"$257,947.00",5102,CALATRANA DR,LOS ANGELES CA,91364,34.1614953,-118.6021291
2168013059,100,Residential,Single Family Residence,1962,1962,1611,3,2,19980122,"$36,949.00",1975,"$58,150.00",1975,"$95,099.00",5105,TENDILLA AVE,LOS ANGELES CA,91364,34.1617956,-118.6017764
2168013060,100,Residential,Single Family Residence,1953,1953,1325,3,2,20090211,"$261,677.00",2000,"$85,939.00",2000,"$347,616.00",5111,TENDILLA AVE,LOS ANGELES CA,91364,34.16201568,-118.6017642
2168013062,100,Residential,Single Family Residence,1989,1989,2123,4,3,20140909,"$217,908.00",1994,"$184,812.00",1994,"$402,720.00",5126,CALATRANA DR,LOS ANGELES CA,91364,34.16205532,-118.6021896
2168013063,100,Residential,Single Family Residence,1989,1989,2980,3,3,19950526,"$189,731.00",1995,"$229,966.00",1995,"$419,697.00",5136,CALATRANA DR,LOS ANGELES CA,91364,34.16224709,-118.6023071
2168013064,100,Residential,Single Family Residence,1953,1960,1592,3,3,19990330,"$239,490.00",1999,"$128,994.00",1999,"$368,484.00",5117,TENDILLA AVE,LOS ANGELES CA,91364,34.16217646,-118.6017889
2168013065,100,Residential,Single Family Residence,1954,1954,1456,3,2,20000427,"$36,095.00",1975,"$41,991.00",1975,"$78,086.00",5123,TENDILLA AVE,LOS ANGELES CA,91364,34.16233887,-118.6018244
2168013066,100,Residential,Single Family Residence,1976,1976,1392,3,3,20140327,"$442,670.00",2014,"$206,918.00",2014,"$649,588.00",5040,CALATRANA DR,LOS ANGELES CA,91364,34.15995487,-118.6016358
2168013067,100,Residential,Single Family Residence,2000,2000,2665,4,4,20040723,"$334,816.00",2003,"$339,058.00",2003,"$673,874.00",5035,TENDILLA AVE,LOS ANGELES CA,91364,34.15983212,-118.6015377
2168013069,100,Residential,Single Family Residence,1989,1989,2670,4,3,20130226,"$180,771.00",2013,"$202,274.00",2013,"$383,045.00",5055,TENDILLA AVE,LOS ANGELES CA,91364,34.16064228,-118.6017193
2168014031,100,Residential,Single Family Residence,1964,1967,2348,4,2,20141029,"$443,217.00",2015,"$110,803.00",2015,"$554,020.00",21801,SAN MIGUEL ST,LOS ANGELES CA,91364,34.15935027,-118.6029203
2168014032,100,Residential,Single Family Residence,1954,1963,2166,4,3,20130722,"$306,263.00",2004,"$465,520.00",2004,"$771,783.00",21805,SAN MIGUEL ST,LOS ANGELES CA,91364,34.15959827,-118.6031065
2168014034,100,Residential,Single Family Residence,1953,1954,1423,3,2,20070222,"$385,000.00",2007,"$262,000.00",2007,"$647,000.00",21815,SAN MIGUEL ST,LOS ANGELES CA,91364,34.15959755,-118.603558
2168014035,100,Residential,Single Family Residence,1962,1962,1745,3,2,20150508,"$36,095.00",1975,"$63,856.00",1975,"$99,951.00",21821,SAN MIGUEL ST,LOS ANGELES CA,91364,34.15956565,-118.6037211
2168014037,100,Residential,Single Family Residence,1962,1962,1691,3,2,20160406,"$554,268.00",2016,"$204,612.00",2016,"$758,880.00",21833,SAN MIGUEL ST,LOS ANGELES CA,91364,34.15938045,-118.6040729
2168014038,100,Residential,Single Family Residence,1960,1960,1778,3,2,20070813,"$514,500.00",2008,"$160,500.00",2008,"$675,000.00",21839,SAN MIGUEL ST,LOS ANGELES CA,91364,34.15922169,-118.6042807
2168014039,100,Residential,Single Family Residence,1959,1959,1708,3,2,20130524,"$404,042.00",2013,"$153,001.00",2013,"$557,043.00",5000,DON PIO DR,LOS ANGELES CA,91364,34.15948316,-118.6042778
2168014040,100,Residential,Single Family Residence,1960,1985,1764,4,3,20090507,"$390,436.00",2009,"$106,759.00",2009,"$497,195.00",5008,DON PIO DR,LOS ANGELES CA,91364,34.15975127,-118.6041753
2168014041,100,Residential,Single Family Residence,1989,1989,2074,3,3,20161110,"$528,200.00",2017,"$153,800.00",2017,"$682,000.00",5018,DON PIO DR,LOS ANGELES CA,91364,34.15995735,-118.6041758
2168014042,100,Residential,Single Family Residence,1989,1989,2074,4,4,20110511,"$327,857.00",2011,"$197,342.00",2011,"$525,199.00",5022,DON PIO DR,LOS ANGELES CA,91364,34.16009475,-118.6041762
2168014045,100,Residential,Single Family Residence,1974,1974,2211,4,3,20130628,"$434,070.00",2013,"$266,213.00",2013,"$700,283.00",21832,LOPEZ ST,LOS ANGELES CA,91364,34.16078999,-118.6043022
2168014046,100,Residential,Single Family Residence,1964,1964,2526,3,3,19990126,"$121,109.00",1987,"$181,671.00",1987,"$302,780.00",5040,DON PIO DR,LOS ANGELES CA,91364,34.16053036,-118.6042188
2168014047,100,Residential,Single Family Residence,1962,1962,2142,3,3,20100510,"$33,138.00",1975,"$82,304.00",1975,"$115,442.00",21828,LOPEZ ST,LOS ANGELES CA,91364,34.1607903,-118.604137
2168014048,100,Residential,Single Family Residence,1964,1964,1882,4,3,19930224,"$32,294.00",1975,"$69,562.00",1975,"$101,856.00",21822,LOPEZ ST,LOS ANGELES CA,91364,34.16069843,-118.6039715
2168014051,100,Residential,Single Family Residence,1963,1963,2148,4,3,20141002,"$237,465.00",1999,"$184,648.00",1999,"$422,113.00",21808,LOPEZ ST,LOS ANGELES CA,91364,34.16065024,-118.6034296
2168014052,100,Residential,Single Family Residence,1982,1982,2872,4,3,20150610,"$512,703.00",2015,"$212,184.00",2015,"$724,887.00",21804,LOPEZ ST,LOS ANGELES CA,91364,34.1607782,-118.6031785
